elapsed_s,wall_clock,channel,value,valid
1318.055,23:32:36.950,temperature,21.71,1
1318.055,23:32:36.950,humidity,72.02,1
1318.055,23:32:36.950,noise,44.8,1
1321.133,23:32:40.028,temperature,21.69,1
1321.184,23:32:40.079,humidity,72.03,1
1321.184,23:32:40.079,noise,41.5,1
1324.267,23:32:43.161,temperature,21.72,1
1324.267,23:32:43.161,humidity,72.09,1
1324.267,23:32:43.161,noise,42.1,1
1327.347,23:32:46.241,temperature,21.73,1
1327.347,23:32:46.241,humidity,72.15,1
1327.347,23:32:46.241,noise,41.8,1
1330.429,23:32:49.324,temperature,21.72,1
1330.429,23:32:49.324,humidity,72.17,1
1330.429,23:32:49.324,noise,41.0,1
1333.511,23:32:52.406,temperature,21.74,1
1333.562,23:32:52.456,humidity,72.25,1
1333.562,23:32:52.457,noise,41.3,1
1336.642,23:32:55.537,temperature,21.75,1
1336.642,23:32:55.537,humidity,72.22,1
1336.642,23:32:55.537,noise,40.6,1
1339.724,23:32:58.618,temperature,21.75,1
1339.724,23:32:58.618,humidity,72.24,1
1339.724,23:32:58.618,noise,43.4,1
1342.805,23:33:01.700,temperature,21.76,1
1342.805,23:33:01.700,humidity,72.23,1
1342.805,23:33:01.700,noise,43.6,1
1345.887,23:33:04.782,temperature,21.79,1
1345.938,23:33:04.833,humidity,72.28,1
1345.938,23:33:04.833,noise,43.7,1
1349.020,23:33:07.915,temperature,21.77,1
1349.020,23:33:07.915,humidity,72.27,1
1349.020,23:33:07.915,noise,42.3,1
1352.104,23:33:10.998,temperature,21.81,1
1352.104,23:33:10.998,humidity,72.32,1
1352.104,23:33:10.998,noise,43.8,1
1355.184,23:33:14.079,temperature,21.8,1
1355.184,23:33:14.079,humidity,72.38,1
1355.184,23:33:14.079,noise,41.8,1
1358.266,23:33:17.160,temperature,21.79,1
1358.266,23:33:17.160,humidity,72.41,1
1358.316,23:33:17.211,noise,41.9,1
1361.398,23:33:20.292,temperature,21.8,1
1361.398,23:33:20.292,humidity,72.46,1
1361.398,23:33:20.292,noise,41.6,1
1364.480,23:33:23.375,temperature,21.81,1
1364.480,23:33:23.375,humidity,72.45,1
1364.480,23:33:23.375,noise,40.4,1
1367.562,23:33:26.457,temperature,21.83,1
1367.562,23:33:26.457,humidity,72.44,1
1367.562,23:33:26.457,noise,41.0,1
1370.643,23:33:29.537,temperature,21.85,1
1370.643,23:33:29.537,humidity,72.51,1
1370.694,23:33:29.588,noise,43.1,1
1373.774,23:33:32.669,temperature,21.87,1
1373.774,23:33:32.669,humidity,72.51,1
1373.774,23:33:32.669,noise,46.6,1
1376.856,23:33:35.750,temperature,21.86,1
1376.856,23:33:35.750,humidity,72.59,1
1376.856,23:33:35.750,noise,40.1,1
1379.935,23:33:38.830,temperature,21.89,1
1379.935,23:33:38.830,humidity,72.61,1
1379.935,23:33:38.830,noise,40.5,1
1383.065,23:33:41.960,temperature,21.89,1
1383.065,23:33:41.960,humidity,72.64,1
1383.065,23:33:41.960,noise,48.9,1
1386.144,23:33:45.039,temperature,21.9,1
1386.144,23:33:45.039,humidity,72.62,1
1386.144,23:33:45.039,noise,51.0,1
1389.224,23:33:48.119,temperature,21.91,1
1389.224,23:33:48.119,humidity,72.64,1
1389.224,23:33:48.119,noise,40.3,1
1392.306,23:33:51.201,temperature,21.91,1
1392.306,23:33:51.201,humidity,72.66,1
1392.306,23:33:51.201,noise,42.7,1
1395.436,23:33:54.330,temperature,21.95,1
1395.436,23:33:54.330,humidity,72.71,1
1395.436,23:33:54.330,noise,46.1,1
1398.519,23:33:57.414,temperature,21.94,1
1398.519,23:33:57.414,humidity,72.81,1
1398.519,23:33:57.414,noise,47.8,1
1401.596,23:34:00.491,temperature,21.92,1
1401.596,23:34:00.491,humidity,72.8,1
1401.596,23:34:00.491,noise,49.7,1
1404.678,23:34:03.572,temperature,21.93,1
1404.728,23:34:03.623,humidity,72.82,1
1404.728,23:34:03.623,noise,48.0,1
1407.807,23:34:06.702,temperature,21.96,1
1407.807,23:34:06.702,humidity,72.88,1
1407.807,23:34:06.702,noise,47.1,1
1410.887,23:34:09.782,temperature,21.95,1
1410.887,23:34:09.782,humidity,72.91,1
1410.887,23:34:09.782,noise,44.7,1
1413.969,23:34:12.863,temperature,21.96,1
1413.969,23:34:12.864,humidity,72.93,1
1413.969,23:34:12.864,noise,40.8,1
1417.099,23:34:15.994,temperature,21.94,1
1417.099,23:34:15.994,humidity,72.91,1
1417.099,23:34:15.994,noise,45.3,1
1420.174,23:34:19.069,temperature,21.97,1
1420.175,23:34:19.069,humidity,72.97,1
1420.175,23:34:19.069,noise,47.8,1
1423.257,23:34:22.151,temperature,21.99,1
1423.257,23:34:22.151,humidity,72.97,1
1423.257,23:34:22.151,noise,47.1,1
1426.337,23:34:25.231,temperature,21.97,1
1426.387,23:34:25.282,humidity,72.98,1
1426.387,23:34:25.282,noise,47.6,1
1429.470,23:34:28.365,temperature,21.97,1
1429.470,23:34:28.365,humidity,73.03,1
1429.470,23:34:28.365,noise,51.0,1
1432.548,23:34:31.443,temperature,21.98,1
1432.549,23:34:31.443,humidity,73.06,1
1432.549,23:34:31.443,noise,48.1,1
1435.629,23:34:34.524,temperature,22.0,1
1435.629,23:34:34.524,humidity,73.11,1
1435.629,23:34:34.524,noise,46.4,1
1438.760,23:34:37.654,temperature,22.01,1
1438.760,23:34:37.654,humidity,73.17,1
1438.760,23:34:37.654,noise,48.1,1
1441.842,23:34:40.737,temperature,22.02,1
1441.842,23:34:40.737,humidity,73.21,1
1441.842,23:34:40.737,noise,43.6,1
1444.923,23:34:43.818,temperature,22.01,1
1444.924,23:34:43.818,humidity,73.21,1
1444.924,23:34:43.818,noise,47.6,1
1448.005,23:34:46.900,temperature,22.02,1
1448.005,23:34:46.900,humidity,73.28,1
1448.005,23:34:46.900,noise,42.7,1
1451.137,23:34:50.032,temperature,22.02,1
1451.137,23:34:50.032,humidity,73.34,1
1451.137,23:34:50.032,noise,43.5,1
1454.217,23:34:53.112,temperature,22.04,1
1454.217,23:34:53.112,humidity,73.34,1
1454.217,23:34:53.112,noise,42.5,1
1457.299,23:34:56.194,temperature,22.03,1
1457.300,23:34:56.194,humidity,73.37,1
1457.300,23:34:56.194,noise,42.6,1
1460.379,23:34:59.274,temperature,22.03,1
1460.379,23:34:59.274,humidity,73.39,1
1460.379,23:34:59.274,noise,45.9,1
1463.510,23:35:02.405,temperature,22.05,1
1463.510,23:35:02.405,humidity,73.39,1
1463.510,23:35:02.405,noise,42.0,1
1466.591,23:35:05.486,temperature,22.07,1
1466.591,23:35:05.486,humidity,73.35,1
1466.591,23:35:05.486,noise,43.5,1
1469.671,23:35:08.565,temperature,22.08,1
1469.671,23:35:08.566,humidity,73.36,1
1469.671,23:35:08.566,noise,42.3,1
1472.754,23:35:11.649,temperature,22.07,1
1472.754,23:35:11.649,humidity,73.41,1
1472.805,23:35:11.699,noise,40.9,1
1475.884,23:35:14.779,temperature,22.1,1
1475.884,23:35:14.779,humidity,73.46,1
1475.884,23:35:14.779,noise,41.0,1
1478.962,23:35:17.857,temperature,22.08,1
1478.962,23:35:17.857,humidity,73.49,1
1478.962,23:35:17.857,noise,42.0,1
1482.044,23:35:20.938,temperature,22.09,1
1482.044,23:35:20.938,humidity,73.45,1
1482.044,23:35:20.938,noise,40.1,1
1485.126,23:35:24.020,temperature,22.07,1
1485.176,23:35:24.071,humidity,73.53,1
1485.176,23:35:24.071,noise,41.3,1
1488.255,23:35:27.150,temperature,22.1,1
1488.255,23:35:27.150,humidity,73.6,1
1488.255,23:35:27.150,noise,40.0,1
1491.337,23:35:30.231,temperature,22.1,1
1491.337,23:35:30.231,humidity,73.6,1
1491.337,23:35:30.231,noise,40.0,1
1494.418,23:35:33.313,temperature,22.09,1
1494.419,23:35:33.313,humidity,73.63,1
1494.419,23:35:33.313,noise,41.0,1
1497.502,23:35:36.397,temperature,22.13,1
1497.553,23:35:36.448,humidity,73.69,1
1497.553,23:35:36.448,noise,40.5,1
1500.634,23:35:39.528,temperature,22.11,1
1500.634,23:35:39.528,humidity,73.68,1
1500.634,23:35:39.528,noise,40.0,1
1503.713,23:35:42.607,temperature,22.11,1
1503.713,23:35:42.607,humidity,73.7,1
1503.713,23:35:42.607,noise,40.1,1
1506.790,23:35:45.685,temperature,22.12,1
1506.790,23:35:45.685,humidity,73.73,1
1506.790,23:35:45.685,noise,40.0,1
1509.920,23:35:48.815,temperature,22.13,1
1509.920,23:35:48.815,humidity,73.75,1
1509.920,23:35:48.815,noise,40.0,1
1512.998,23:35:51.893,temperature,22.12,1
1512.998,23:35:51.893,humidity,73.84,1
1512.998,23:35:51.893,noise,40.1,1
1516.077,23:35:54.972,temperature,22.11,1
1516.077,23:35:54.972,humidity,73.83,1
1516.077,23:35:54.972,noise,42.8,1
1519.205,23:35:58.100,temperature,22.11,1
1519.205,23:35:58.100,humidity,73.87,1
1519.205,23:35:58.100,noise,42.3,1
1522.284,23:36:01.179,temperature,22.11,1
1522.284,23:36:01.179,humidity,73.88,1
1522.284,23:36:01.179,noise,41.6,1
1525.363,23:36:04.258,temperature,22.14,1
1525.363,23:36:04.258,humidity,73.93,1
1525.363,23:36:04.258,noise,41.1,1
1528.443,23:36:07.338,temperature,22.1,1
1528.494,23:36:07.389,humidity,73.91,1
1528.494,23:36:07.389,noise,42.9,1
1531.573,23:36:10.468,temperature,22.11,1
1531.573,23:36:10.468,humidity,73.83,1
1531.573,23:36:10.468,noise,43.5,1
1534.653,23:36:13.548,temperature,22.09,1
1534.653,23:36:13.548,humidity,73.67,1
1534.653,23:36:13.548,noise,41.3,1
1537.734,23:36:16.629,temperature,22.1,1
1537.734,23:36:16.629,humidity,73.58,1
1537.734,23:36:16.629,noise,42.7,1
1540.866,23:36:19.761,temperature,22.1,1
1540.866,23:36:19.761,humidity,73.46,1
1540.866,23:36:19.761,noise,42.3,1
1543.948,23:36:22.842,temperature,22.07,1
1543.948,23:36:22.842,humidity,73.29,1
1543.948,23:36:22.842,noise,42.0,1
1547.026,23:36:25.921,temperature,22.06,1
1547.026,23:36:25.921,humidity,73.13,1
1547.026,23:36:25.921,noise,43.3,1
1550.107,23:36:29.001,temperature,22.03,1
1550.107,23:36:29.002,humidity,73.0,1
1550.157,23:36:29.052,noise,41.8,1
1553.236,23:36:32.130,temperature,22.03,1
1553.236,23:36:32.130,humidity,72.87,1
1553.236,23:36:32.130,noise,42.4,1
1556.314,23:36:35.209,temperature,22.0,1
1556.314,23:36:35.209,humidity,72.76,1
1556.314,23:36:35.209,noise,42.1,1
1559.391,23:36:38.286,temperature,21.99,1
1559.391,23:36:38.286,humidity,72.59,1
1559.391,23:36:38.286,noise,41.2,1
1562.520,23:36:41.414,temperature,21.97,1
1562.520,23:36:41.414,humidity,72.5,1
1562.520,23:36:41.414,noise,46.9,1
1565.599,23:36:44.494,temperature,21.93,1
1565.599,23:36:44.494,humidity,72.32,1
1565.599,23:36:44.494,noise,40.8,1
1568.677,23:36:47.572,temperature,21.94,1
1568.677,23:36:47.572,humidity,72.16,1
1568.677,23:36:47.572,noise,42.5,1
1571.805,23:36:50.699,temperature,21.89,1
1571.805,23:36:50.700,humidity,72.01,1
1571.805,23:36:50.700,noise,44.6,1
1574.883,23:36:53.778,temperature,21.86,1
1574.883,23:36:53.778,humidity,71.88,1
1574.883,23:36:53.778,noise,44.9,1
1577.964,23:36:56.859,temperature,21.83,1
1577.964,23:36:56.859,humidity,71.84,1
1577.964,23:36:56.859,noise,46.4,1
1581.044,23:36:59.939,temperature,21.84,1
1581.095,23:36:59.990,humidity,71.75,1
1581.095,23:36:59.990,noise,42.1,1
1584.172,23:37:03.067,temperature,21.8,1
1584.172,23:37:03.067,humidity,71.58,1
1584.172,23:37:03.067,noise,40.4,1
1587.248,23:37:06.143,temperature,21.82,1
1587.248,23:37:06.143,humidity,71.5,1
1587.248,23:37:06.143,noise,40.5,1
1590.327,23:37:09.222,temperature,21.77,1
1590.378,23:37:09.273,humidity,71.41,1
1590.378,23:37:09.273,noise,40.7,1
1593.460,23:37:12.354,temperature,21.77,1
1593.460,23:37:12.354,humidity,71.35,1
1593.460,23:37:12.354,noise,40.8,1
1596.537,23:37:15.432,temperature,21.71,1
1596.537,23:37:15.432,humidity,71.19,1
1596.537,23:37:15.432,noise,40.4,1
1599.617,23:37:18.512,temperature,21.7,1
1599.617,23:37:18.512,humidity,71.08,1
1599.617,23:37:18.512,noise,40.6,1
1602.747,23:37:21.642,temperature,21.67,1
1602.747,23:37:21.642,humidity,70.97,1
1602.747,23:37:21.642,noise,40.5,1
1605.827,23:37:24.722,temperature,21.64,1
1605.827,23:37:24.722,humidity,70.8,1
1605.827,23:37:24.722,noise,40.4,1
1608.907,23:37:27.801,temperature,21.61,1
1608.907,23:37:27.801,humidity,70.73,1
1608.907,23:37:27.801,noise,40.4,1
1611.987,23:37:30.882,temperature,21.57,1
1611.987,23:37:30.882,humidity,70.67,1
1612.037,23:37:30.932,noise,40.5,1
1615.116,23:37:34.011,temperature,21.56,1
1615.116,23:37:34.011,humidity,70.55,1
1615.116,23:37:34.011,noise,40.3,1
1618.196,23:37:37.090,temperature,21.52,1
1618.196,23:37:37.090,humidity,70.48,1
1618.196,23:37:37.090,noise,40.6,1
1621.275,23:37:40.170,temperature,21.49,1
1621.275,23:37:40.170,humidity,70.38,1
1621.275,23:37:40.170,noise,40.7,1
1624.405,23:37:43.299,temperature,21.46,1
1624.405,23:37:43.299,humidity,70.33,1
1624.405,23:37:43.299,noise,40.4,1
1627.485,23:37:46.380,temperature,21.47,1
1627.486,23:37:46.380,humidity,70.25,1
1627.486,23:37:46.380,noise,40.6,1
1630.568,23:37:49.462,temperature,21.4,1
1630.568,23:37:49.462,humidity,70.19,1
1630.568,23:37:49.462,noise,40.6,1
1633.650,23:37:52.544,temperature,21.39,1
1633.650,23:37:52.545,humidity,70.15,1
1633.701,23:37:52.595,noise,40.6,1
1636.780,23:37:55.675,temperature,21.36,1
1636.780,23:37:55.675,humidity,70.03,1
1636.780,23:37:55.675,noise,40.6,1
1639.861,23:37:58.755,temperature,21.36,1
1639.861,23:37:58.756,humidity,69.98,1
1639.861,23:37:58.756,noise,40.5,1
1642.940,23:38:01.835,temperature,21.33,1
1642.940,23:38:01.835,humidity,69.88,1
1642.940,23:38:01.835,noise,40.5,1
1646.020,23:38:04.915,temperature,21.3,1
1646.071,23:38:04.966,humidity,69.81,1
1646.071,23:38:04.966,noise,40.5,1
1649.152,23:38:08.046,temperature,21.26,1
1649.152,23:38:08.046,humidity,69.76,1
1649.152,23:38:08.046,noise,40.4,1
1652.234,23:38:11.129,temperature,21.24,1
1652.234,23:38:11.129,humidity,69.68,1
1652.234,23:38:11.129,noise,40.5,1
1655.313,23:38:14.208,temperature,21.21,1
1655.313,23:38:14.208,humidity,69.61,1
1655.313,23:38:14.208,noise,40.3,1
1658.445,23:38:17.340,temperature,21.18,1
1658.446,23:38:17.340,humidity,69.63,1
1658.446,23:38:17.340,noise,40.5,1
1661.529,23:38:20.424,temperature,21.18,1
1661.529,23:38:20.424,humidity,69.64,1
1661.529,23:38:20.424,noise,40.5,1
1664.612,23:38:23.507,temperature,21.2,1
1664.612,23:38:23.507,humidity,69.64,1
1664.612,23:38:23.507,noise,40.4,1
1667.692,23:38:26.587,temperature,21.17,1
1667.692,23:38:26.587,humidity,69.59,1
1667.692,23:38:26.587,noise,40.5,1
1670.773,23:38:29.668,temperature,21.15,1
1670.824,23:38:29.719,humidity,69.57,1
1670.824,23:38:29.719,noise,40.5,1
1673.903,23:38:32.798,temperature,21.1,1
1673.903,23:38:32.798,humidity,69.53,1
1673.903,23:38:32.798,noise,40.4,1
1676.983,23:38:35.878,temperature,21.09,1
1676.983,23:38:35.878,humidity,69.52,1
1676.983,23:38:35.878,noise,40.3,1
1680.062,23:38:38.957,temperature,21.08,1
1680.062,23:38:38.957,humidity,69.45,1
1680.113,23:38:39.008,noise,40.4,1
1683.192,23:38:42.087,temperature,21.03,1
1683.192,23:38:42.087,humidity,69.39,1
1683.192,23:38:42.087,noise,40.5,1
1686.274,23:38:45.169,temperature,21.01,1
1686.275,23:38:45.169,humidity,69.37,1
1686.275,23:38:45.169,noise,45.5,1
1689.356,23:38:48.251,temperature,20.98,1
1689.356,23:38:48.251,humidity,69.28,1
1689.356,23:38:48.251,noise,44.8,1
1692.436,23:38:51.331,temperature,20.99,1
1692.436,23:38:51.331,humidity,69.24,1
1692.487,23:38:51.382,noise,44.8,1
1695.568,23:38:54.463,temperature,20.97,1
1695.568,23:38:54.463,humidity,69.17,1
1695.568,23:38:54.463,noise,46.6,1
1698.647,23:38:57.542,temperature,20.94,1
1698.647,23:38:57.542,humidity,69.13,1
1698.647,23:38:57.542,noise,41.2,1
1701.728,23:39:00.623,temperature,20.95,1
1701.728,23:39:00.623,humidity,69.08,1
1701.728,23:39:00.623,noise,41.9,1
1704.858,23:39:03.752,temperature,20.95,1
1704.858,23:39:03.752,humidity,69.06,1
1704.858,23:39:03.752,noise,40.4,1
1707.939,23:39:06.834,temperature,20.94,1
1707.939,23:39:06.834,humidity,69.05,1
1707.939,23:39:06.834,noise,40.3,1
1711.020,23:39:09.915,temperature,20.93,1
1711.020,23:39:09.915,humidity,68.99,1
1711.020,23:39:09.915,noise,40.1,1
1714.094,23:39:12.988,temperature,20.93,1
1714.145,23:39:13.039,humidity,68.93,1
1714.145,23:39:13.040,noise,40.4,1
1717.223,23:39:16.118,temperature,20.92,1
1717.223,23:39:16.118,humidity,68.81,1
1717.223,23:39:16.118,noise,40.2,1
1720.303,23:39:19.198,temperature,20.89,1
1720.303,23:39:19.198,humidity,68.75,1
1720.303,23:39:19.198,noise,40.3,1
1723.385,23:39:22.280,temperature,20.92,1
1723.385,23:39:22.280,humidity,68.64,1
1723.385,23:39:22.280,noise,40.5,1
1726.515,23:39:25.410,temperature,20.89,1
1726.515,23:39:25.410,humidity,68.57,1
1726.515,23:39:25.410,noise,40.6,1
1729.594,23:39:28.489,temperature,20.86,1
1729.595,23:39:28.489,humidity,68.43,1
1729.595,23:39:28.489,noise,40.8,1
1732.673,23:39:31.568,temperature,20.85,1
1732.673,23:39:31.568,humidity,68.39,1
1732.673,23:39:31.568,noise,40.4,1
1735.753,23:39:34.648,temperature,20.84,1
1735.753,23:39:34.648,humidity,68.35,1
1735.804,23:39:34.698,noise,40.2,1
1738.880,23:39:37.775,temperature,20.83,1
1738.880,23:39:37.775,humidity,68.29,1
1738.880,23:39:37.775,noise,40.6,1
1741.958,23:39:40.853,temperature,20.83,1
1741.958,23:39:40.853,humidity,68.25,1
1741.958,23:39:40.853,noise,40.3,1
1745.038,23:39:43.933,temperature,20.81,1
1745.038,23:39:43.933,humidity,68.18,1
1745.089,23:39:43.983,noise,40.3,1
1748.169,23:39:47.064,temperature,20.82,1
1748.169,23:39:47.064,humidity,68.14,1
1748.169,23:39:47.064,noise,40.3,1
1751.249,23:39:50.143,temperature,20.78,1
1751.249,23:39:50.143,humidity,68.05,1
1751.249,23:39:50.143,noise,41.0,1
1754.327,23:39:53.222,temperature,20.78,1
1754.327,23:39:53.222,humidity,68.05,1
1754.327,23:39:53.222,noise,43.3,1
1757.454,23:39:56.349,temperature,20.8,1
1757.454,23:39:56.349,humidity,68.01,1
1757.454,23:39:56.349,noise,40.9,1
1760.533,23:39:59.427,temperature,20.78,1
1760.533,23:39:59.427,humidity,67.95,1
1760.533,23:39:59.427,noise,40.2,1
1763.612,23:40:02.507,temperature,20.78,1
1763.612,23:40:02.507,humidity,67.92,1
1763.612,23:40:02.507,noise,40.3,1
1766.738,23:40:05.633,temperature,20.75,1
1766.739,23:40:05.633,humidity,67.87,1
1766.739,23:40:05.633,noise,40.2,1
1769.814,23:40:08.708,temperature,20.75,1
1769.814,23:40:08.708,humidity,67.78,1
1769.814,23:40:08.708,noise,40.2,1
1772.893,23:40:11.788,temperature,20.72,1
1772.893,23:40:11.788,humidity,67.68,1
1772.893,23:40:11.788,noise,40.1,1
1776.021,23:40:14.916,temperature,20.7,1
1776.021,23:40:14.916,humidity,67.65,1
1776.021,23:40:14.916,noise,40.7,1
1779.100,23:40:17.994,temperature,20.69,1
1779.100,23:40:17.994,humidity,67.55,1
1779.100,23:40:17.994,noise,40.7,1
1782.178,23:40:21.073,temperature,20.7,1
1782.178,23:40:21.073,humidity,67.48,1
1782.178,23:40:21.073,noise,40.3,1
1785.306,23:40:24.201,temperature,20.69,1
1785.306,23:40:24.201,humidity,67.41,1
1785.306,23:40:24.201,noise,40.2,1
1788.388,23:40:27.283,temperature,20.67,1
1788.388,23:40:27.283,humidity,67.35,1
1788.388,23:40:27.283,noise,41.3,1
1791.464,23:40:30.359,temperature,20.65,1
1791.464,23:40:30.359,humidity,67.37,1
1791.464,23:40:30.359,noise,40.1,1
1794.540,23:40:33.435,temperature,20.64,1
1794.591,23:40:33.485,humidity,67.29,1
1794.591,23:40:33.485,noise,41.4,1
1797.666,23:40:36.561,temperature,20.65,1
1797.666,23:40:36.561,humidity,67.3,1
1797.666,23:40:36.561,noise,42.3,1
1800.739,23:40:39.634,temperature,20.64,1
1800.739,23:40:39.634,humidity,67.22,1
1800.739,23:40:39.634,noise,40.8,1
1803.865,23:40:42.759,temperature,20.64,1
1803.865,23:40:42.759,humidity,67.24,1
1803.865,23:40:42.759,noise,40.5,1
1806.940,23:40:45.835,temperature,20.64,1
1806.940,23:40:45.835,humidity,67.18,1
1806.940,23:40:45.835,noise,40.3,1
1810.017,23:40:48.911,temperature,20.64,1
1810.017,23:40:48.912,humidity,67.13,1
1810.068,23:40:48.963,noise,40.3,1
1813.141,23:40:52.036,temperature,20.63,1
1813.141,23:40:52.036,humidity,67.08,1
1813.141,23:40:52.036,noise,43.9,1
1816.219,23:40:55.114,temperature,20.63,1
1816.219,23:40:55.114,humidity,67.05,1
1816.219,23:40:55.114,noise,41.0,1
1819.294,23:40:58.189,temperature,20.62,1
1819.345,23:40:58.239,humidity,67.01,1
1819.345,23:40:58.239,noise,40.6,1
1822.422,23:41:01.317,temperature,20.62,1
1822.422,23:41:01.317,humidity,66.92,1
1822.422,23:41:01.317,noise,42.8,1
1825.498,23:41:04.393,temperature,20.61,1
1825.498,23:41:04.393,humidity,66.86,1
1825.498,23:41:04.393,noise,40.3,1
1828.625,23:41:07.520,temperature,20.61,1
1828.625,23:41:07.520,humidity,66.82,1
1828.625,23:41:07.520,noise,40.4,1
1831.700,23:41:10.595,temperature,20.59,1
1831.700,23:41:10.595,humidity,66.79,1
1831.700,23:41:10.595,noise,40.3,1
1834.774,23:41:13.669,temperature,20.59,1
1834.774,23:41:13.669,humidity,66.78,1
1834.774,23:41:13.669,noise,40.2,1
1837.904,23:41:16.798,temperature,20.57,1
1837.904,23:41:16.798,humidity,66.67,1
1837.904,23:41:16.798,noise,40.3,1
1840.979,23:41:19.874,temperature,20.59,1
1840.979,23:41:19.874,humidity,66.62,1
1840.979,23:41:19.874,noise,40.7,1
1844.054,23:41:22.949,temperature,20.58,1
1844.054,23:41:22.949,humidity,66.61,1
1844.054,23:41:22.949,noise,42.0,1
1847.183,23:41:26.078,temperature,20.56,1
1847.183,23:41:26.078,humidity,66.56,1
1847.183,23:41:26.078,noise,49.3,1
1850.263,23:41:29.158,temperature,20.56,1
1850.263,23:41:29.158,humidity,66.53,1
1850.263,23:41:29.158,noise,43.0,1
1853.343,23:41:32.238,temperature,20.57,1
1853.343,23:41:32.238,humidity,66.46,1
1853.343,23:41:32.238,noise,45.7,1
1856.423,23:41:35.318,temperature,20.52,1
1856.474,23:41:35.368,humidity,66.39,1
1856.474,23:41:35.368,noise,45.4,1
1859.552,23:41:38.447,temperature,20.53,1
1859.552,23:41:38.447,humidity,66.37,1
1859.552,23:41:38.447,noise,45.4,1
1862.631,23:41:41.526,temperature,20.53,1
1862.632,23:41:41.526,humidity,66.34,1
1862.632,23:41:41.526,noise,49.1,1
1865.712,23:41:44.606,temperature,20.52,1
1865.712,23:41:44.606,humidity,66.35,1
1865.762,23:41:44.657,noise,41.7,1
1868.845,23:41:47.740,temperature,20.52,1
1868.845,23:41:47.740,humidity,66.38,1
1868.845,23:41:47.740,noise,44.7,1
1871.929,23:41:50.824,temperature,20.55,1
1871.929,23:41:50.824,humidity,66.35,1
1871.929,23:41:50.824,noise,44.1,1
1875.008,23:41:53.903,temperature,20.52,1
1875.008,23:41:53.903,humidity,66.29,1
1875.008,23:41:53.903,noise,43.3,1
1878.089,23:41:56.983,temperature,20.51,1
1878.089,23:41:56.983,humidity,66.22,1
1878.139,23:41:57.034,noise,40.8,1
1881.224,23:42:00.119,temperature,20.5,1
1881.224,23:42:00.119,humidity,66.1,1
1881.224,23:42:00.119,noise,48.5,1
1884.301,23:42:03.196,temperature,20.46,1
1884.301,23:42:03.196,humidity,66.04,1
1884.301,23:42:03.196,noise,43.9,1
1887.382,23:42:06.277,temperature,20.49,1
1887.382,23:42:06.277,humidity,65.98,1
1887.382,23:42:06.277,noise,41.3,1
1890.466,23:42:09.361,temperature,20.49,1
1890.466,23:42:09.361,humidity,65.95,1
1890.466,23:42:09.361,noise,47.6,1
1893.597,23:42:12.492,temperature,20.5,1
1893.597,23:42:12.492,humidity,65.93,1
1893.597,23:42:12.492,noise,46.6,1
1896.678,23:42:15.573,temperature,20.51,1
1896.678,23:42:15.573,humidity,65.92,1
1896.678,23:42:15.573,noise,44.2,1
1899.759,23:42:18.653,temperature,20.49,1
1899.759,23:42:18.653,humidity,65.89,1
1899.759,23:42:18.653,noise,45.7,1
1902.836,23:42:21.731,temperature,20.52,1
1902.887,23:42:21.782,humidity,65.79,1
1902.887,23:42:21.782,noise,43.2,1
1905.968,23:42:24.863,temperature,20.48,1
1905.968,23:42:24.863,humidity,65.72,1
1905.968,23:42:24.863,noise,44.9,1
1909.046,23:42:27.941,temperature,20.47,1
1909.046,23:42:27.941,humidity,65.6,1
1909.046,23:42:27.941,noise,43.4,1
1912.126,23:42:31.021,temperature,20.45,1
1912.126,23:42:31.021,humidity,65.55,1
1912.126,23:42:31.021,noise,44.8,1
1915.258,23:42:34.153,temperature,20.44,1
1915.258,23:42:34.153,humidity,65.41,1
1915.258,23:42:34.153,noise,41.5,1
1918.337,23:42:37.232,temperature,20.45,1
1918.337,23:42:37.232,humidity,65.43,1
1918.337,23:42:37.232,noise,45.4,1
1921.418,23:42:40.313,temperature,20.45,1
1921.418,23:42:40.313,humidity,65.34,1
1921.418,23:42:40.313,noise,44.4,1
1924.500,23:42:43.395,temperature,20.4,1
1924.500,23:42:43.395,humidity,65.3,1
1924.551,23:42:43.445,noise,41.5,1
1927.630,23:42:46.525,temperature,20.41,1
1927.630,23:42:46.525,humidity,65.3,1
1927.630,23:42:46.525,noise,46.3,1
1930.710,23:42:49.605,temperature,20.42,1
1930.711,23:42:49.605,humidity,65.27,1
1930.711,23:42:49.605,noise,52.9,1
1933.792,23:42:52.686,temperature,20.41,1
1933.792,23:42:52.687,humidity,65.2,1
1933.792,23:42:52.687,noise,46.6,1
1936.873,23:42:55.767,temperature,20.41,1
1936.923,23:42:55.818,humidity,65.19,1
1936.923,23:42:55.818,noise,44.1,1
1940.003,23:42:58.897,temperature,20.43,1
1940.003,23:42:58.897,humidity,65.15,1
1940.003,23:42:58.897,noise,44.1,1
1943.081,23:43:01.976,temperature,20.41,1
1943.081,23:43:01.976,humidity,65.03,1
1943.082,23:43:01.976,noise,48.8,1
1946.163,23:43:05.058,temperature,20.41,1
1946.163,23:43:05.058,humidity,65.02,1
1946.163,23:43:05.058,noise,45.6,1
1949.294,23:43:08.189,temperature,20.38,1
1949.294,23:43:08.189,humidity,64.92,1
1949.294,23:43:08.189,noise,43.1,1
1952.375,23:43:11.270,temperature,20.41,1
